agent_code,agent_age,agent_join_month,first_policy_sold_month,year_month,unique_proposals_last_7_days,unique_proposals_last_15_days,unique_proposals_last_21_days,unique_proposal,unique_quotations_last_7_days,unique_quotations_last_15_days,unique_quotations_last_21_days,unique_quotations,unique_customers_last_7_days,unique_customers_last_15_days,unique_customers_last_21_days,unique_customers,new_policy_count,ANBP_value,net_income,number_of_policy_holders,number_of_cash_payment_policies,next_month_new_policy_count
1c95f015,46,2020-05-01,2022-09-01,2023-05-01,1,2,17,23,1,4,4,11,3,7,8,18,30,1856550,378706,72,30,20.0
1c95f015,46,2020-05-01,2022-09-01,2023-06-01,3,1,8,14,3,3,2,9,3,7,7,17,20,1544180,182657,51,20,16.0
1c95f015,46,2020-05-01,2022-09-01,2023-07-01,2,4,0,8,0,5,9,15,2,8,13,23,16,776544,99703,23,16,18.0
1c95f015,46,2020-05-01,2022-09-01,2023-08-01,1,5,6,15,4,6,3,14,5,7,7,19,18,1232604,205376,38,36,24.0
1c95f015,46,2020-05-01,2022-09-01,2023-09-01,2,5,13,22,4,5,0,20,5,9,3,17,24,1420080,375640,68,192,33.0
1c95f015,46,2020-05-01,2022-09-01,2023-10-01,2,2,20,25,1,1,8,22,1,3,10,14,33,416427,90708,28,0,28.0
1c95f015,46,2020-05-01,2022-09-01,2023-11-01,3,3,12,19,2,5,4,13,4,5,8,17,28,2716364,768314,68,28,27.0
1c95f015,46,2020-05-01,2022-09-01,2023-12-01,3,3,11,20,4,2,7,19,6,6,12,24,27,1217619,281678,0,108,16.0
1c95f015,46,2020-05-01,2022-09-01,2024-01-01,0,3,0,8,0,0,2,3,2,1,5,8,16,789392,233944,0,16,24.0
1c95f015,46,2020-05-01,2022-09-01,2024-02-01,3,3,11,19,2,6,3,14,3,6,7,16,24,555672,108906,32,144,31.0
1c95f015,46,2020-05-01,2022-09-01,2024-03-01,2,2,18,23,1,6,3,18,1,10,8,19,31,1650440,415959,76,0,27.0
1c95f015,46,2020-05-01,2022-09-01,2024-04-01,3,1,14,21,3,3,7,15,4,5,8,17,27,2111832,336553,51,108,16.0
1c95f015,46,2020-05-01,2022-09-01,2024-05-01,2,5,2,10,4,6,0,11,4,6,2,12,16,434432,62775,48,16,25.0
1c95f015,46,2020-05-01,2022-09-01,2024-06-01,3,2,11,19,3,2,5,17,3,6,10,19,25,1063000,114528,19,50,37.0
1c95f015,46,2020-05-01,2022-09-01,2024-07-01,2,6,16,28,4,6,1,27,6,8,5,19,37,3566726,392597,19,37,23.0
1cdac474,23,2021-08-01,2022-10-01,2023-01-01,2,5,1,9,2,3,9,15,2,5,9,16,14,722190,125341,0,84,0.0
1cdac474,23,2021-08-01,2022-10-01,2023-02-01,3,2,11,20,2,1,7,13,4,3,9,16,0,0,126438,16,22,17.0
1cdac474,23,2021-08-01,2022-10-01,2023-03-01,2,1,11,16,3,4,3,13,3,6,9,18,17,369019,68700,0,0,14.0
1cdac474,23,2021-08-01,2022-10-01,2023-04-01,0,1,6,12,3,4,9,17,3,7,15,25,14,1139516,232968,75,0,12.0
1cdac474,23,2021-08-01,2022-10-01,2023-05-01,0,5,0,8,0,4,0,6,1,4,3,8,12,751884,165439,0,108,28.0
1cdac474,23,2021-08-01,2022-10-01,2023-06-01,1,3,16,22,2,2,0,9,3,6,1,10,28,1978732,277856,0,252,17.0
1cdac474,23,2021-08-01,2022-10-01,2023-07-01,3,2,3,10,2,0,3,9,2,4,9,15,17,993599,194748,15,136,10.0
1cdac474,23,2021-08-01,2022-10-01,2023-08-01,1,2,1,7,3,3,0,7,3,6,4,13,10,780290,216441,52,10,29.0
1cdac474,23,2021-08-01,2022-10-01,2023-09-01,3,4,14,25,1,1,2,6,2,3,5,10,29,602127,171314,20,0,31.0
1cdac474,23,2021-08-01,2022-10-01,2023-10-01,0,6,19,26,4,3,7,19,5,6,11,22,31,1765512,332438,22,31,23.0
1cdac474,23,2021-08-01,2022-10-01,2023-11-01,3,4,11,19,3,4,9,18,5,4,15,24,23,1310839,207241,72,0,22.0
1cdac474,23,2021-08-01,2022-10-01,2023-12-01,2,2,12,17,2,1,3,11,3,5,3,11,22,1520596,313554,44,198,28.0
1cdac474,23,2021-08-01,2022-10-01,2024-01-01,0,5,13,19,4,4,6,16,4,7,9,20,28,2613716,647198,0,112,12.0
1cdac474,23,2021-08-01,2022-10-01,2024-02-01,1,2,3,11,1,1,2,10,3,5,5,13,12,49068,13628,39,36,21.0
1cdac474,23,2021-08-01,2022-10-01,2024-03-01,3,1,9,17,3,5,0,13,3,7,5,15,21,1585479,423875,15,189,18.0
1cdac474,23,2021-08-01,2022-10-01,2024-04-01,1,3,8,17,0,3,5,13,1,4,10,15,18,946440,183447,45,126,15.0
1cdac474,23,2021-08-01,2022-10-01,2024-05-01,3,2,5,13,2,5,3,11,4,5,4,13,15,430515,75115,52,90,27.0
1cdac474,23,2021-08-01,2022-10-01,2024-06-01,1,4,11,18,3,2,5,11,4,4,7,15,27,2125683,358563,0,108,12.0
1cdac474,23,2021-08-01,2022-10-01,2024-07-01,3,0,0,7,3,3,0,7,4,3,3,10,12,533484,115049,20,60,32.0
1d06e191,30,2024-03-01,2024-04-01,2024-04-01,0,3,11,18,0,0,7,8,0,3,8,11,23,87860,16390,33,0,21.0
1d06e191,30,2024-03-01,2024-04-01,2024-05-01,1,3,9,16,4,4,9,18,4,5,14,23,21,1488879,321424,23,0,30.0
1d06e191,30,2024-03-01,2024-04-01,2024-06-01,3,5,8,21,3,3,3,12,3,6,8,17,30,630540,163984,51,150,33.0
1d06e191,30,2024-03-01,2024-04-01,2024-07-01,2,6,20,32,2,2,0,18,3,5,5,13,33,2325972,260801,39,264,21.0
1d07a8b2,58,2019-07-01,2022-08-01,2023-01-01,3,4,2,11,1,4,1,9,3,6,5,14,12,814032,93442,14,108,22.0
1d07a8b2,58,2019-07-01,2022-08-01,2023-02-01,2,4,10,21,1,4,1,13,3,6,2,11,22,2163700,235941,44,198,21.0
1d07a8b2,58,2019-07-01,2022-08-01,2023-03-01,1,1,16,19,2,2,1,13,4,4,4,12,21,1386420,165100,36,168,22.0
1d07a8b2,58,2019-07-01,2022-08-01,2023-04-01,1,5,9,19,3,5,8,18,3,5,11,19,22,1912416,204005,19,110,31.0
1d07a8b2,58,2019-07-01,2022-08-01,2023-05-01,2,6,14,27,3,1,9,18,5,1,15,21,31,1759126,490719,21,186,21.0
1d07a8b2,58,2019-07-01,2022-08-01,2023-06-01,0,6,5,12,3,6,8,18,4,6,14,24,21,709065,146640,96,126,0.0
1d07a8b2,58,2019-07-01,2022-08-01,2023-07-01,0,6,10,21,4,1,9,18,4,3,14,21,0,0,368554,42,0,29.0
1d07a8b2,58,2019-07-01,2022-08-01,2023-08-01,1,3,17,24,3,0,5,22,4,0,9,13,29,2523174,373010,0,58,18.0
1d07a8b2,58,2019-07-01,2022-08-01,2023-09-01,3,0,11,16,4,4,9,18,4,4,11,19,18,269856,30643,0,162,23.0
1d07a8b2,58,2019-07-01,2022-08-01,2023-10-01,2,2,12,20,3,0,7,13,5,3,7,15,23,73462,19015,0,23,0.0
1d07a8b2,58,2019-07-01,2022-08-01,2023-11-01,3,1,16,22,0,2,2,10,1,6,7,14,0,0,590052,28,93,27.0
1d07a8b2,58,2019-07-01,2022-08-01,2023-12-01,3,4,14,22,4,5,4,17,5,7,7,19,27,1785159,219346,76,54,23.0
1d07a8b2,58,2019-07-01,2022-08-01,2024-01-01,0,1,10,14,2,3,6,12,4,7,10,21,23,2021516,418982,63,161,12.0
1d07a8b2,58,2019-07-01,2022-08-01,2024-02-01,0,4,2,7,2,1,5,9,4,5,6,15,12,773844,147938,45,12,22.0
1d07a8b2,58,2019-07-01,2022-08-01,2024-03-01,3,1,6,13,1,1,2,11,2,5,6,13,22,198264,41848,13,0,28.0
1d07a8b2,58,2019-07-01,2022-08-01,2024-04-01,2,6,9,22,0,2,8,19,1,2,13,16,28,2241344,258905,64,252,31.0
1d07a8b2,58,2019-07-01,2022-08-01,2024-05-01,1,2,17,22,4,0,1,10,4,1,3,8,31,1312385,252001,16,31,0.0
1d07a8b2,58,2019-07-01,2022-08-01,2024-06-01,2,0,7,11,3,5,1,10,5,9,1,15,0,0,74140,60,120,36.0
1d07a8b2,58,2019-07-01,2022-08-01,2024-07-01,0,5,20,30,2,3,9,20,4,3,12,19,36,465912,82661,57,72,13.0
1d08e7c3,28,2019-09-01,2022-06-01,2023-01-01,3,3,12,22,4,2,9,17,5,6,15,26,0,0,351235,104,0,22.0
1d08e7c3,28,2019-09-01,2022-06-01,2023-02-01,1,2,12,17,4,4,5,14,6,4,8,18,22,1624128,437904,36,22,34.0
1d08e7c3,28,2019-09-01,2022-06-01,2023-03-01,2,0,20,27,4,3,3,20,6,4,7,17,34,2950418,673233,0,272,15.0
1d08e7c3,28,2019-09-01,2022-06-01,2023-04-01,2,3,3,11,2,5,8,16,3,5,11,19,15,265305,36714,38,120,8.0
1d08e7c3,28,2019-09-01,2022-06-01,2023-05-01,0,1,3,7,2,1,9,13,2,1,13,16,8,681728,120652,48,32,30.0
1d08e7c3,28,2019-09-01,2022-06-01,2023-06-01,0,4,16,23,3,0,9,13,4,1,11,16,30,2705310,691534,64,180,29.0
1d08e7c3,28,2019-09-01,2022-06-01,2023-07-01,3,6,13,25,4,1,1,8,6,3,5,14,29,597313,101255,28,0,12.0
1d08e7c3,28,2019-09-01,2022-06-01,2023-08-01,1,5,2,11,3,3,5,12,3,4,8,15,12,366336,45231,60,108,24.0
1d08e7c3,28,2019-09-01,2022-06-01,2023-09-01,0,0,15,20,1,2,1,17,3,6,4,13,24,2399400,577833,26,48,18.0
1d08e7c3,28,2019-09-01,2022-06-01,2023-10-01,2,1,6,10,0,0,8,9,2,0,10,12,18,915678,109693,24,162,14.0
1d08e7c3,28,2019-09-01,2022-06-01,2023-11-01,0,2,4,10,4,6,8,19,5,8,10,23,14,620382,125458,46,42,29.0
1d08e7c3,28,2019-09-01,2022-06-01,2023-12-01,0,3,19,27,2,5,0,12,4,7,3,14,29,32161,6452,56,58,14.0
1d08e7c3,28,2019-09-01,2022-06-01,2024-01-01,3,0,5,11,4,0,0,10,6,2,3,11,14,975870,128865,11,0,36.0
1d08e7c3,28,2019-09-01,2022-06-01,2024-02-01,2,6,16,27,0,3,8,25,1,7,11,19,36,3027672,848575,0,288,36.0
1d08e7c3,28,2019-09-01,2022-06-01,2024-03-01,1,5,18,29,1,1,9,22,1,5,9,15,36,3263580,839602,30,252,28.0
1d08e7c3,28,2019-09-01,2022-06-01,2024-04-01,1,3,19,25,0,5,6,18,0,5,8,13,28,1547280,155907,26,224,25.0
1d08e7c3,28,2019-09-01,2022-06-01,2024-05-01,3,0,12,17,1,4,2,8,3,7,6,16,25,86375,18019,0,150,19.0
1d08e7c3,28,2019-09-01,2022-06-01,2024-06-01,3,0,8,13,2,4,7,14,4,6,9,19,19,1509892,287895,38,57,26.0
1d08e7c3,28,2019-09-01,2022-06-01,2024-07-01,1,3,16,24,3,1,6,11,4,2,6,12,26,80678,10559,0,208,0.0
1d8f94c7,20,2023-09-01,2023-12-01,2023-10-01,2,0,1,5,4,4,6,15,4,8,11,23,14,1288532,285444,23,56,26.0
1d8f94c7,20,2023-09-01,2023-12-01,2023-11-01,1,1,19,25,4,3,2,19,4,3,7,14,26,2432664,362425,56,182,29.0
1d8f94c7,20,2023-09-01,2023-12-01,2023-12-01,2,0,19,23,4,0,9,20,5,4,15,24,29,150394,30784,96,203,22.0
1d8f94c7,20,2023-09-01,2023-12-01,2024-01-01,1,2,12,19,4,5,0,18,4,8,2,14,22,1590182,280795,14,132,0.0
1d8f94c7,20,2023-09-01,2023-12-01,2024-02-01,0,5,20,29,3,3,7,17,4,6,7,17,0,0,325276,17,238,25.0
1d8f94c7,20,2023-09-01,2023-12-01,2024-03-01,2,1,15,21,1,2,3,8,1,3,3,7,25,1374475,284535,28,100,28.0
1d8f94c7,20,2023-09-01,2023-12-01,2024-04-01,3,1,12,21,4,4,8,20,6,4,14,24,28,1926064,444044,48,84,20.0
1d8f94c7,20,2023-09-01,2023-12-01,2024-05-01,0,1,15,19,4,1,6,12,5,5,7,17,20,80900,10538,34,20,19.0
1d8f94c7,20,2023-09-01,2023-12-01,2024-06-01,2,0,7,11,3,0,9,13,4,3,15,22,19,1655261,454106,22,133,32.0
1d8f94c7,20,2023-09-01,2023-12-01,2024-07-01,1,6,15,25,2,4,1,16,4,4,2,10,32,2637728,482415,20,64,28.0
1de378ca,55,2022-01-01,2022-07-01,2023-01-01,3,1,7,12,1,2,2,10,1,4,6,11,21,1496313,252435,33,126,21.0
1de378ca,55,2022-01-01,2022-07-01,2023-02-01,0,4,4,13,4,4,1,10,4,6,5,15,21,1833426,389751,60,147,16.0
1de378ca,55,2022-01-01,2022-07-01,2023-03-01,1,5,3,10,3,5,3,12,5,7,9,21,16,451168,124996,84,80,21.0
1de378ca,55,2022-01-01,2022-07-01,2023-04-01,0,2,13,16,0,0,8,11,0,4,12,16,21,2021733,286643,0,0,0.0
1de378ca,55,2022-01-01,2022-07-01,2023-05-01,2,6,11,23,4,0,3,20,5,0,8,13,0,0,282304,0,0,0.0
1de378ca,55,2022-01-01,2022-07-01,2023-06-01,3,3,10,18,0,2,3,13,1,4,3,8,0,0,354355,24,150,28.0
1de378ca,55,2022-01-01,2022-07-01,2023-07-01,0,2,17,21,3,6,0,19,4,10,1,15,28,2626764,761004,30,84,32.0
1de378ca,55,2022-01-01,2022-07-01,2023-08-01,3,2,15,24,3,2,7,13,4,6,10,20,32,1547328,314573,20,64,27.0
1de378ca,55,2022-01-01,2022-07-01,2023-09-01,1,3,12,19,4,2,7,15,5,5,11,21,27,2573073,388301,42,243,18.0
1de378ca,55,2022-01-01,2022-07-01,2023-10-01,3,1,10,15,3,3,6,13,5,6,7,18,18,787374,92932,0,144,21.0
1de378ca,55,2022-01-01,2022-07-01,2023-11-01,2,1,8,12,3,0,4,11,3,3,9,15,21,961338,129176,45,21,17.0
1de378ca,55,2022-01-01,2022-07-01,2023-12-01,0,4,1,8,4,5,8,18,6,7,12,25,17,681377,179965,0,34,18.0
1de378ca,55,2022-01-01,2022-07-01,2024-01-01,1,3,7,15,2,0,1,14,4,2,2,8,18,739656,158488,24,90,30.0
1de378ca,55,2022-01-01,2022-07-01,2024-02-01,3,5,14,26,1,3,2,25,3,3,8,14,30,2165820,552575,14,180,31.0
1de378ca,55,2022-01-01,2022-07-01,2024-03-01,3,0,20,25,1,2,0,20,1,6,4,11,31,629331,117639,44,0,11.0
1de378ca,55,2022-01-01,2022-07-01,2024-04-01,3,0,5,10,4,0,9,14,5,0,10,15,11,876766,135365,60,33,17.0
1de378ca,55,2022-01-01,2022-07-01,2024-05-01,0,0,10,15,3,1,6,14,3,3,7,13,17,933674,231790,39,34,20.0
1de378ca,55,2022-01-01,2022-07-01,2024-06-01,2,1,8,13,1,6,9,17,2,6,9,17,20,524080,121362,17,140,26.0
1de378ca,55,2022-01-01,2022-07-01,2024-07-01,2,2,14,20,0,2,6,18,2,3,6,11,26,561522,144980,22,234,15.0
1e05b8c4,50,2020-03-01,2023-02-01,2023-01-01,3,1,11,16,0,4,7,14,1,6,8,15,0,0,321112,60,0,33.0
1e05b8c4,50,2020-03-01,2023-02-01,2023-02-01,1,6,13,24,3,4,8,22,3,6,10,19,33,1051314,303413,38,99,21.0
1e05b8c4,50,2020-03-01,2023-02-01,2023-03-01,0,0,12,15,3,4,1,12,3,8,6,17,21,783804,150000,68,42,27.0
1e05b8c4,50,2020-03-01,2023-02-01,2023-04-01,3,6,5,18,3,2,6,13,4,5,11,20,27,2075004,278607,40,0,25.0
1e05b8c4,50,2020-03-01,2023-02-01,2023-05-01,2,5,12,23,2,0,4,18,2,1,10,13,25,2495375,263212,39,125,38.0
1e05b8c4,50,2020-03-01,2023-02-01,2023-06-01,2,5,18,29,3,1,3,27,3,3,4,10,38,2549838,402450,20,0,35.0
1e05b8c4,50,2020-03-01,2023-02-01,2023-07-01,2,5,14,26,0,4,2,15,1,6,2,9,35,1466850,337466,18,105,27.0
1e05b8c4,50,2020-03-01,2023-02-01,2023-08-01,1,2,11,18,1,6,4,13,3,9,4,16,27,1085454,314282,64,108,0.0
1e05b8c4,50,2020-03-01,2023-02-01,2023-09-01,0,0,19,24,1,5,8,17,2,9,8,19,0,0,83353,0,96,14.0
1e05b8c4,50,2020-03-01,2023-02-01,2023-10-01,0,4,6,11,1,0,8,10,2,1,12,15,14,47082,4867,60,126,29.0
1e05b8c4,50,2020-03-01,2023-02-01,2023-11-01,2,0,17,22,4,5,5,20,4,7,5,16,29,1411430,400228,48,87,21.0
1e05b8c4,50,2020-03-01,2023-02-01,2023-12-01,0,4,6,14,0,4,2,10,1,4,5,10,21,2011296,315762,30,42,12.0
1e05b8c4,50,2020-03-01,2023-02-01,2024-01-01,1,2,6,10,2,0,5,8,2,1,7,10,12,580680,129646,10,72,26.0
1e05b8c4,50,2020-03-01,2023-02-01,2024-02-01,1,3,8,17,1,3,4,14,1,6,8,15,26,2324400,545726,60,234,15.0
1e05b8c4,50,2020-03-01,2023-02-01,2024-03-01,0,2,7,14,0,0,7,12,2,2,7,11,15,206055,45213,22,90,18.0
1e05b8c4,50,2020-03-01,2023-02-01,2024-04-01,3,6,4,16,2,1,3,10,4,5,6,15,18,1742940,246032,45,162,9.0
1e05b8c4,50,2020-03-01,2023-02-01,2024-05-01,0,1,4,6,3,5,2,11,3,6,8,17,9,640647,85115,51,27,32.0
1e05b8c4,50,2020-03-01,2023-02-01,2024-06-01,2,1,19,25,0,0,5,22,0,0,10,10,32,945664,145778,0,192,19.0
1e05b8c4,50,2020-03-01,2023-02-01,2024-07-01,1,1,12,15,3,6,6,16,4,10,9,23,19,412395,97555,46,19,24.0
1e3e08fc,37,2023-10-01,2023-12-01,2023-11-01,3,4,19,27,3,1,3,11,5,4,5,14,28,644196,160600,28,168,29.0
1e3e08fc,37,2023-10-01,2023-12-01,2023-12-01,0,2,19,22,0,2,9,20,0,5,14,19,29,2009497,258749,0,87,21.0
1e3e08fc,37,2023-10-01,2023-12-01,2024-01-01,0,4,3,12,0,6,0,9,1,8,5,14,21,1426383,280973,28,84,21.0
1e3e08fc,37,2023-10-01,2023-12-01,2024-02-01,0,1,13,16,2,1,4,12,4,2,9,15,21,1668450,230575,0,189,12.0
1e3e08fc,37,2023-10-01,2023-12-01,2024-03-01,2,4,0,7,2,1,4,8,3,4,7,14,12,259560,41583,42,0,19.0
1e3e08fc,37,2023-10-01,2023-12-01,2024-04-01,3,0,11,18,0,0,6,14,0,2,9,11,19,1645058,191606,44,0,21.0
1e3e08fc,37,2023-10-01,2023-12-01,2024-05-01,0,6,5,12,4,0,7,12,4,2,7,13,21,1036854,255576,13,147,36.0
1e3e08fc,37,2023-10-01,2023-12-01,2024-06-01,2,0,20,27,3,6,9,22,5,10,15,30,36,2905056,340833,0,36,26.0
1e3e08fc,37,2023-10-01,2023-12-01,2024-07-01,3,2,16,22,2,6,9,21,3,7,14,24,26,493168,136965,0,182,31.0
1e3e90f3,31,2023-07-01,2024-02-01,2023-08-01,0,3,9,15,2,2,0,8,4,6,6,16,18,411966,120483,0,108,28.0
1e3e90f3,31,2023-07-01,2024-02-01,2023-09-01,3,0,17,21,3,2,2,12,3,4,6,13,28,2077208,571715,26,252,16.0
1e3e90f3,31,2023-07-01,2024-02-01,2023-10-01,3,3,3,14,3,0,4,8,3,0,8,11,16,19840,4536,0,16,26.0
1e3e90f3,31,2023-07-01,2024-02-01,2023-11-01,3,3,14,23,4,4,1,11,5,6,4,15,26,205634,26580,30,0,33.0
1e3e90f3,31,2023-07-01,2024-02-01,2023-12-01,2,4,16,25,0,6,9,18,1,7,15,23,33,3299538,439522,23,264,12.0
1e3e90f3,31,2023-07-01,2024-02-01,2024-01-01,1,2,2,10,3,0,5,9,5,3,7,15,12,914556,147684,60,108,14.0
1e3e90f3,31,2023-07-01,2024-02-01,2024-02-01,0,2,2,6,1,1,0,3,3,1,3,7,14,1284178,262200,21,84,19.0
1e3e90f3,31,2023-07-01,2024-02-01,2024-03-01,2,3,4,14,0,5,2,13,0,7,4,11,19,624796,187328,44,95,27.0
1e3e90f3,31,2023-07-01,2024-02-01,2024-04-01,1,3,14,19,1,0,6,9,1,3,9,13,27,1856925,544810,26,0,35.0
1e3e90f3,31,2023-07-01,2024-02-01,2024-05-01,2,0,20,26,0,6,3,13,1,9,9,19,35,3068415,483954,57,175,0.0
1e3e90f3,31,2023-07-01,2024-02-01,2024-06-01,0,3,3,9,4,4,9,18,5,7,10,22,0,0,80118,44,135,17.0
1e3e90f3,31,2023-07-01,2024-02-01,2024-07-01,0,2,8,12,1,5,2,10,3,8,3,14,17,1491682,314948,0,85,25.0
1e587e04,55,2024-05-01,2024-04-01,2024-06-01,3,4,3,13,1,0,9,12,3,1,15,19,21,1067199,203588,57,84,22.0
1e587e04,55,2024-05-01,2024-04-01,2024-07-01,1,0,7,13,4,0,1,7,6,1,5,12,22,370282,76078,36,44,26.0
1ec9c089,55,2021-06-01,2022-06-01,2023-01-01,0,0,2,6,3,5,5,14,3,9,6,18,13,1046903,212504,18,52,12.0
1ec9c089,55,2021-06-01,2022-06-01,2023-02-01,1,2,4,8,4,5,2,12,6,8,4,18,12,538524,141999,36,36,27.0
1ec9c089,55,2021-06-01,2022-06-01,2023-03-01,3,0,18,24,1,6,1,14,3,8,3,14,27,2071224,490665,0,81,17.0
1ec9c089,55,2021-06-01,2022-06-01,2023-04-01,2,5,0,11,2,0,7,10,4,1,9,14,17,430678,110065,56,136,19.0
1ec9c089,55,2021-06-01,2022-06-01,2023-05-01,2,5,3,14,4,4,7,16,4,5,11,20,19,1600522,213655,20,114,24.0
1ec9c089,55,2021-06-01,2022-06-01,2023-06-01,0,2,13,16,3,6,4,15,4,9,9,22,24,1421112,329887,22,48,34.0
1ec9c089,55,2021-06-01,2022-06-01,2023-07-01,1,2,17,25,4,3,5,13,6,7,11,24,34,2254268,611931,72,68,37.0
1ec9c089,55,2021-06-01,2022-06-01,2023-08-01,0,5,19,29,3,6,4,21,3,7,5,15,37,243164,56406,15,37,27.0
1ec9c089,55,2021-06-01,2022-06-01,2023-09-01,0,3,12,18,1,3,7,13,1,4,12,17,27,1851849,312647,0,0,17.0
1ec9c089,55,2021-06-01,2022-06-01,2023-10-01,0,2,5,12,3,2,4,10,5,4,8,17,17,137734,30083,17,102,13.0
1ec9c089,55,2021-06-01,2022-06-01,2023-11-01,3,2,0,7,2,4,4,11,4,4,4,12,13,644228,128992,36,104,26.0
1ec9c089,55,2021-06-01,2022-06-01,2023-12-01,0,3,13,17,2,2,0,13,4,2,4,10,26,1537016,276366,0,234,32.0
1ec9c089,55,2021-06-01,2022-06-01,2024-01-01,0,2,17,24,4,3,0,20,5,4,1,10,32,1648480,469280,30,96,0.0
1ec9c089,55,2021-06-01,2022-06-01,2024-02-01,0,1,6,10,3,2,7,13,5,4,13,22,0,0,98563,44,84,22.0
1ec9c089,55,2021-06-01,2022-06-01,2024-03-01,3,5,3,14,0,4,3,12,0,6,8,14,22,1284712,336917,28,22,19.0
1ec9c089,55,2021-06-01,2022-06-01,2024-04-01,1,0,4,10,0,5,6,12,0,7,11,18,19,904761,265031,0,57,26.0
1ec9c089,55,2021-06-01,2022-06-01,2024-05-01,2,4,16,24,1,2,4,14,1,3,7,11,26,1211184,316164,0,208,16.0
1ec9c089,55,2021-06-01,2022-06-01,2024-06-01,0,2,2,8,3,2,9,15,5,4,13,22,16,1069024,257911,66,80,19.0
1ec9c089,55,2021-06-01,2022-06-01,2024-07-01,2,4,7,18,1,6,6,16,1,10,6,17,19,235714,39714,34,95,14.0
1eda1691,30,2021-11-01,2023-08-01,2023-01-01,2,3,10,20,1,5,4,14,2,9,10,21,21,710073,121252,42,168,28.0
1eda1691,30,2021-11-01,2023-08-01,2023-02-01,0,6,16,24,1,3,6,15,1,5,9,15,28,1929228,372032,45,0,6.0
1eda1691,30,2021-11-01,2023-08-01,2023-03-01,0,2,1,5,2,0,5,8,2,2,9,13,6,401844,93791,52,48,33.0
1eda1691,30,2021-11-01,2023-08-01,2023-04-01,1,6,17,26,3,3,0,20,4,5,6,15,33,2981649,891557,30,231,20.0
1eda1691,30,2021-11-01,2023-08-01,2023-05-01,1,0,13,17,2,2,5,10,3,2,7,12,20,1905540,412306,12,80,14.0
1eda1691,30,2021-11-01,2023-08-01,2023-06-01,1,4,1,11,4,2,8,15,6,6,13,25,14,577682,61626,50,0,32.0
1eda1691,30,2021-11-01,2023-08-01,2023-07-01,2,6,12,25,3,0,9,16,4,4,14,22,32,499360,77861,44,128,22.0
1eda1691,30,2021-11-01,2023-08-01,2023-08-01,1,4,6,14,4,0,9,14,6,0,13,19,22,424028,83506,38,66,27.0
1eda1691,30,2021-11-01,2023-08-01,2023-09-01,1,3,13,18,3,1,9,17,3,3,15,21,27,1878606,419052,0,189,21.0
1eda1691,30,2021-11-01,2023-08-01,2023-10-01,1,0,13,18,1,1,1,8,2,4,3,9,21,2099244,442836,27,42,28.0
1eda1691,30,2021-11-01,2023-08-01,2023-11-01,1,5,13,23,4,2,9,20,5,5,9,19,28,1787744,340591,76,0,31.0
1eda1691,30,2021-11-01,2023-08-01,2023-12-01,3,6,16,27,0,1,2,15,0,5,5,10,31,1550000,290932,40,31,17.0
1eda1691,30,2021-11-01,2023-08-01,2024-01-01,2,3,4,14,0,3,5,10,1,7,5,13,17,657339,71315,13,68,31.0
1eda1691,30,2021-11-01,2023-08-01,2024-02-01,0,2,19,24,4,5,8,18,5,8,8,21,31,1752616,399134,42,155,20.0
1eda1691,30,2021-11-01,2023-08-01,2024-03-01,3,0,10,18,0,1,7,17,1,3,9,13,20,422540,113092,52,140,23.0
1eda1691,30,2021-11-01,2023-08-01,2024-04-01,3,5,6,17,1,2,0,9,3,4,1,8,23,1263597,242269,0,207,12.0
1eda1691,30,2021-11-01,2023-08-01,2024-05-01,0,0,7,8,2,0,6,9,2,4,6,12,12,877332,250261,36,24,31.0
1eda1691,30,2021-11-01,2023-08-01,2024-06-01,0,4,14,23,3,3,6,13,4,6,10,20,31,1697560,315360,80,217,15.0
1eda1691,30,2021-11-01,2023-08-01,2024-07-01,3,3,0,8,1,4,6,12,1,6,7,14,15,838650,193301,14,60,27.0
1ee2b2ae,42,2021-09-01,2023-05-01,2023-01-01,3,1,5,10,3,2,4,10,4,5,8,17,18,1640124,461254,68,126,20.0
1ee2b2ae,42,2021-09-01,2023-05-01,2023-02-01,1,3,6,14,0,2,1,8,0,6,7,13,20,723780,82317,52,140,30.0
1ee2b2ae,42,2021-09-01,2023-05-01,2023-03-01,0,3,18,24,4,6,6,19,5,7,10,22,30,1427430,243386,0,150,11.0
1ee2b2ae,42,2021-09-01,2023-05-01,2023-04-01,3,0,5,10,1,1,4,7,2,1,4,7,11,156387,18179,21,66,0.0
1ee2b2ae,42,2021-09-01,2023-05-01,2023-05-01,3,2,18,25,2,6,6,18,2,7,10,19,0,0,249869,19,60,31.0
1ee2b2ae,42,2021-09-01,2023-05-01,2023-06-01,3,4,13,25,4,2,4,24,5,2,9,16,31,2372244,600328,48,155,25.0
1ee2b2ae,42,2021-09-01,2023-05-01,2023-07-01,2,6,12,22,4,3,5,16,6,3,7,16,25,2065200,231608,64,150,26.0
1ee2b2ae,42,2021-09-01,2023-05-01,2023-08-01,1,1,11,18,3,4,1,12,3,4,3,10,26,1471626,237640,0,78,20.0
1ee2b2ae,42,2021-09-01,2023-05-01,2023-09-01,2,6,3,13,3,4,1,11,5,7,1,13,20,1777140,206916,39,100,15.0
1ee2b2ae,42,2021-09-01,2023-05-01,2023-10-01,2,5,3,12,4,6,7,18,6,9,10,25,15,677415,79152,100,60,29.0
